,0
5797,0
5798,5
5799,1
5800,3
5801,3
5802,1
5803,2
5804,1
5805,4
5806,3
5807,4
5808,0
5809,3
5810,2
5811,2
5812,4
5813,4
5814,2
5815,1
5816,2
5817,4
5818,2
5819,4
5820,1
5821,4
5822,0
5823,0
5824,5
5825,0
5826,0
5827,2
5828,3
5829,4
5830,4
5831,2
5832,0
5833,1
5834,5
5835,1
5836,3
5837,0
5838,3
5839,0
5840,3
5841,4
5842,1
5843,4
5844,0
5845,3
5846,3
5847,1
5848,5
5849,5
5850,2
5851,5
5852,2
5853,2
5854,4
5855,1
5856,1
5857,1
5858,0
5859,0
5860,5
5861,1
5862,2
5863,3
5864,4
5865,1
5866,1
5867,5
5868,5
5869,5
5870,2
5871,1
5872,4
5873,2
5874,1
5875,0
5876,5
5877,3
5878,2
5879,2
5880,2
5881,0
5882,1
5883,4
5884,2
5885,4
5886,0
5887,3
5888,5
5889,0
5890,2
5891,3
5892,4
5893,4
5894,2
5895,3
5896,3
5897,0
5898,4
5899,2
5900,5
5901,2
5902,5
5903,5
5904,2
5905,3
5906,1
5907,5
5908,1
5909,0
5910,3
5911,2
5912,1
5913,5
5914,2
5915,0
5916,0
5917,2
5918,4
5919,4
5920,2
5921,4
5922,1
5923,1
5924,4
5925,2
5926,0
5927,5
5928,2
5929,4
5930,2
5931,3
5932,2
5933,0
5934,0
5935,1
5936,1
5937,4
5938,0
5939,0
5940,2
5941,5
5942,1
5943,0
5944,5
5945,0
5946,1
5947,3
5948,4
5949,4
5950,0
5951,5
5952,5
5953,0
5954,4
5955,0
5956,2
5957,4
5958,2
5959,2
5960,1
5961,4
5962,2
5963,3
5964,1
5965,5
5966,0
5967,1
5968,4
5969,0
5970,4
5971,1
5972,2
5973,1
5974,4
5975,3
5976,5
5977,4
5978,3
5979,3
5980,3
5981,4
5982,1
5983,4
5984,1
5985,3
5986,5
5987,2
5988,0
5989,1
5990,1
5991,0
5992,4
5993,3
5994,4
5995,0
5996,4
5997,2
5998,4
5999,1
6000,1
6001,4
6002,3
6003,5
6004,3
6005,2
6006,3
6007,3
6008,0
6009,3
6010,4
6011,1
6012,4
6013,2
6014,0
6015,3
6016,4
6017,4
6018,1
6019,5
6020,4
6021,3
6022,5
6023,3
6024,4
6025,4
6026,1
6027,1
6028,2
6029,4
6030,1
6031,3
6032,4
6033,1
6034,0
6035,5
6036,1
6037,2
6038,0
6039,3
6040,1
6041,0
6042,3
6043,2
6044,3
6045,2
6046,0
6047,5
6048,2
6049,0
6050,5
6051,3
6052,0
6053,3
6054,2
6055,4
6056,3
6057,2
6058,0
6059,4
6060,4
6061,4
6062,4
6063,0
6064,3
6065,5
6066,3
6067,5
6068,5
6069,4
6070,2
6071,3
6072,0
6073,1
6074,5
6075,2
6076,2
6077,1
6078,1
6079,1
6080,0
6081,1
6082,3
6083,1
6084,5
6085,5
6086,0
6087,3
6088,3
6089,3
6090,5
6091,2
6092,3
6093,4
6094,4
6095,5
6096,2
6097,5
6098,1
6099,2
6100,2
6101,4
6102,5
6103,2
6104,5
6105,2
6106,1
6107,3
6108,3
6109,1
6110,3
6111,1
6112,0
6113,3
6114,2
6115,0
6116,2
6117,2
6118,4
6119,0
6120,5
6121,5
6122,3
6123,2
6124,3
6125,3
6126,0
6127,0
6128,0
6129,0
6130,4
6131,4
6132,5
6133,2
6134,0
6135,4
6136,1
6137,1
6138,3
6139,0
6140,1
6141,3
6142,3
6143,4
6144,4
6145,0
6146,0
6147,3
6148,0
6149,1
6150,0
6151,1
6152,1
6153,4
6154,1
6155,1
6156,1
6157,3
6158,1
6159,2
6160,5
6161,3
6162,0
6163,1
6164,1
6165,0
6166,1
6167,4
6168,0
6169,5
6170,5
6171,3
6172,1
6173,4
6174,5
6175,2
6176,0
6177,2
6178,3
6179,1
6180,5
6181,4
6182,5
6183,2
6184,4
6185,5
6186,5
6187,1
6188,1
6189,5
6190,4
6191,1
6192,2
6193,1
6194,5
6195,1
6196,4
6197,4
6198,1
6199,4
6200,2
6201,3
6202,5
6203,1
6204,4
6205,0
6206,4
6207,5
6208,3
6209,1
6210,3
6211,4
6212,4
6213,0
6214,0
6215,0
6216,1
6217,4
6218,2
6219,1
6220,5
6221,3
6222,1
6223,2
6224,5
6225,2
6226,3
6227,2
6228,5
6229,3
6230,4
6231,4
6232,4
6233,0
6234,5
6235,1
6236,0
6237,1
6238,5
6239,0
6240,0
6241,2
6242,2
6243,4
6244,3
6245,1
6246,2
6247,4
6248,0
6249,2
6250,3
6251,5
6252,3
6253,4
6254,5
6255,5
6256,1
6257,5
6258,1
6259,4
6260,1
6261,0
6262,5
6263,3
6264,3
6265,1
6266,5
6267,5
6268,4
6269,3
6270,0
6271,2
6272,2
6273,5
6274,3
6275,4
6276,3
6277,0
6278,4
6279,4
6280,1
6281,0
6282,3
6283,4
6284,1
6285,3
6286,5
6287,2
6288,3
6289,3
6290,1
6291,2
6292,5
6293,1
6294,0
6295,5
6296,2
6297,4
6298,5
6299,1
6300,1
6301,4
6302,0
6303,3
6304,1
6305,3
6306,1
6307,4
6308,5
6309,1
6310,5
6311,4
6312,4
6313,1
6314,0
6315,1
6316,2
6317,3
6318,0
6319,3
6320,3
6321,3
6322,1
6323,4
6324,5
6325,4
6326,0
6327,0
6328,5
6329,4
6330,4
6331,2
6332,1
6333,1
6334,1
6335,5
6336,4
6337,2
6338,3
6339,3
6340,3
6341,5
6342,4
6343,2
6344,4
6345,4
6346,3
6347,4
6348,0
6349,3
6350,0
6351,5
6352,3
6353,0
6354,5
6355,0
6356,0
6357,2
6358,2
6359,1
6360,5
6361,4
6362,5
6363,3
6364,3
6365,4
6366,3
6367,0
6368,0
6369,3
6370,0
6371,0
6372,4
6373,5
6374,4
6375,0
6376,0
6377,2
6378,2
6379,0
6380,5
6381,0
6382,4
6383,3
6384,4
6385,3
6386,5
6387,1
6388,2
6389,4
6390,5
6391,1
6392,0
6393,3
6394,1
6395,0
6396,4
6397,1
6398,2
6399,1
6400,5
6401,2
6402,1
6403,2
6404,3
6405,4
6406,2
6407,5
6408,1
6409,5
6410,1
6411,2
6412,2
6413,2
6414,0
6415,2
6416,1
6417,2
6418,0
6419,4
6420,3
6421,5
6422,4
6423,2
6424,4
6425,2
6426,5
6427,4
6428,2
6429,5
6430,4
6431,2
6432,1
6433,4
6434,3
6435,1
6436,0
6437,3
6438,1
6439,1
6440,4
6441,4
6442,1
6443,1
6444,4
6445,1
6446,0
6447,2
6448,4
6449,1
6450,5
6451,4
6452,3
6453,1
6454,4
6455,0
6456,1
6457,0
6458,4
6459,5
6460,1
6461,5
6462,1
6463,1
6464,5
6465,0
6466,1
6467,1
6468,3
6469,2
6470,2
6471,2
6472,1
6473,0
6474,1
6475,2
6476,1
6477,2
6478,5
6479,2
6480,0
6481,0
6482,5
6483,5
6484,0
6485,2
6486,5
6487,1
6488,0
6489,1
6490,4
6491,4
6492,0
6493,5
6494,0
6495,5
6496,2
6497,0
6498,3
6499,2
6500,1
6501,4
6502,0
6503,2
6504,2
6505,0
6506,0
6507,2
6508,4
6509,4
6510,4
6511,1
6512,4
6513,3
6514,5
6515,4
6516,0
6517,2
6518,3
6519,4
6520,1
6521,5
6522,4
6523,4
6524,4
6525,4
6526,1
6527,4
6528,1
6529,1
6530,3
6531,1
6532,2
6533,5
6534,5
6535,1
6536,1
6537,0
6538,2
6539,3
6540,2
6541,5
6542,3
6543,0
6544,4
6545,1
6546,0
6547,4
6548,3
6549,5
6550,4
6551,4
6552,5
6553,3
6554,2
6555,0
6556,1
6557,0
6558,5
6559,2
6560,4
6561,0
6562,2
6563,1
6564,3
6565,2
6566,0
6567,2
6568,5
6569,3
6570,1
6571,0
6572,3
6573,4
6574,4
6575,3
6576,4
6577,0
6578,1
6579,4
6580,2
6581,4
6582,0
6583,5
6584,4
6585,2
6586,2
6587,0
6588,3
6589,4
6590,5
6591,0
6592,5
6593,1
6594,2
6595,5
6596,1
6597,5
6598,4
6599,4
6600,5
6601,3
6602,5
6603,3
6604,3
6605,2
6606,5
6607,2
6608,0
6609,0
6610,5
6611,0
6612,5
6613,0
6614,0
6615,4
6616,3
6617,0
6618,5
6619,2
6620,4
6621,0
6622,1
6623,5
6624,5
6625,0
6626,2
6627,3
6628,1
6629,2
6630,2
6631,4
6632,2
6633,3
6634,1
6635,5
6636,1
6637,1
6638,4
6639,3
6640,2
6641,2
6642,1
6643,0
6644,5
6645,2
6646,1
6647,3
6648,3
6649,1
6650,3
6651,5
6652,2
6653,5
6654,2
6655,2
6656,3
6657,3
6658,1
6659,4
6660,3
6661,2
6662,5
6663,5
6664,4
6665,0
6666,5
6667,0
6668,2
6669,3
6670,5
6671,3
6672,2
6673,1
6674,5
6675,2
6676,5
6677,0
6678,3
6679,2
6680,2
6681,1
6682,0
6683,1
6684,1
6685,5
6686,4
6687,3
6688,1
6689,0
6690,2
6691,0
6692,4
6693,4
6694,0
6695,5
6696,0
6697,0
6698,0
6699,0
6700,4
6701,2
6702,0
6703,0
6704,2
6705,0
6706,3
6707,0
6708,4
6709,4
6710,2
6711,3
6712,3
6713,3
6714,4
6715,4
6716,3
6717,2
6718,2
6719,1
6720,0
6721,3
6722,4
6723,1
6724,4
6725,0
6726,4
6727,3
6728,0
6729,1
6730,4
6731,5
6732,2
6733,1
6734,5
6735,1
6736,1
6737,1
6738,4
6739,2
6740,3
6741,5
6742,3
6743,4
6744,1
6745,1
6746,4
6747,2
6748,4
6749,4
6750,1
6751,5
6752,0
6753,2
6754,0
6755,1
6756,1
6757,0
6758,0
6759,0
6760,0
6761,0
6762,3
6763,1
6764,3
6765,2
6766,5
6767,4
6768,4
6769,5
6770,4
6771,4
6772,5
6773,4
6774,1
6775,0
6776,3
6777,4
6778,3
6779,5
6780,2
6781,5
6782,2
6783,5
6784,0
6785,1
6786,2
6787,2
6788,5
6789,5
6790,2
6791,5
6792,3
6793,1
6794,5
6795,0
6796,0
6797,1
6798,5
6799,1
6800,4
6801,2
6802,3
6803,0
6804,0
6805,4
6806,3
6807,5
6808,1
6809,0
6810,4
6811,0
6812,4
6813,4
6814,2
6815,0
6816,5
6817,0
6818,1
6819,2
6820,5
6821,4
6822,1
6823,4
6824,3
6825,0
6826,3
6827,1
6828,4
6829,1
6830,1
6831,0
6832,2
6833,3
6834,5
6835,1
6836,0
6837,5
6838,2
6839,3
6840,4
6841,3
6842,1
6843,3
6844,3
6845,3
6846,2
6847,2
6848,5
6849,5
6850,3
6851,5
6852,3
6853,4
6854,1
6855,2
6856,0
6857,0
6858,2
6859,0
6860,2
6861,2
6862,0
6863,2
6864,5
6865,0
6866,1
6867,2
6868,0
6869,0
6870,3
6871,3
6872,0
6873,1
6874,0
6875,0
6876,3
6877,0
6878,3
6879,5
6880,0
6881,1
6882,2
6883,5
6884,0
6885,2
6886,0
6887,1
6888,3
6889,5
6890,1
6891,1
6892,4
6893,2
6894,2
6895,2
6896,1
6897,4
6898,0
6899,1
6900,3
6901,5
6902,3
6903,0
6904,4
6905,5
6906,0
6907,3
6908,1
6909,1
6910,3
6911,3
6912,0
6913,0
6914,2
6915,4
6916,1
6917,5
6918,5
6919,4
6920,2
6921,2
6922,0
6923,0
6924,2
6925,1
6926,1
6927,4
6928,0
6929,1
6930,2
6931,3
6932,4
6933,0
6934,0
6935,5
6936,0
6937,0
6938,0
6939,5
6940,2
6941,0
6942,3
6943,2
6944,3
6945,1
6946,5
6947,4
6948,2
6949,0
6950,1
6951,0
6952,5
6953,1
6954,0
6955,1
6956,4
6957,2
6958,4
6959,0
6960,1
6961,0
6962,3
6963,5
6964,1
6965,0
6966,1
6967,1
6968,4
6969,0
6970,2
6971,3
6972,2
6973,1
6974,3
6975,4
6976,2
6977,5
6978,4
6979,2
6980,0
6981,4
6982,2
6983,2
6984,3
6985,3
6986,3
6987,2
6988,1
6989,2
6990,0
6991,3
6992,4
6993,5
6994,2
6995,3
6996,5
6997,2
6998,1
6999,5
7000,2
7001,1
7002,3
7003,1
7004,4
7005,1
7006,4
7007,4
7008,5
7009,0
7010,4
7011,0
7012,0
7013,0
7014,3
7015,0
7016,1
7017,3
7018,0
7019,0
7020,0
7021,0
7022,3
7023,4
7024,5
7025,4
7026,2
7027,1
7028,3
7029,3
7030,3
7031,0
7032,2
7033,1
7034,4
7035,2
7036,0
7037,5
7038,5
7039,2
7040,2
7041,3
7042,1
7043,3
7044,5
7045,3
7046,2
7047,0
7048,4
7049,4
7050,0
7051,4
7052,2
7053,1
7054,5
7055,0
7056,4
7057,2
7058,4
7059,3
7060,4
7061,5
7062,4
7063,4
7064,1
7065,1
7066,3
7067,2
7068,2
7069,3
7070,1
7071,5
7072,2
7073,1
7074,3
7075,3
7076,5
7077,1
7078,0
7079,0
7080,4
7081,1
7082,1
7083,0
7084,1
7085,2
7086,5
7087,2
7088,3
7089,1
7090,5
7091,3
7092,0
7093,1
7094,0
7095,1
7096,5
7097,3
7098,0
7099,4
7100,0
7101,1
7102,5
7103,4
7104,3
7105,3
7106,3
7107,3
7108,2
7109,0
7110,0
7111,4
7112,4
7113,5
7114,3
7115,3
7116,5
7117,1
7118,0
7119,5
7120,0
7121,0
7122,4
7123,3
7124,2
7125,3
7126,4
7127,0
7128,1
7129,4
7130,0
7131,5
7132,2
7133,4
7134,5
7135,5
7136,1
7137,2
7138,2
7139,4
7140,0
7141,5
7142,1
7143,0
7144,4
7145,2
7146,1
7147,0
7148,3
7149,2
7150,4
7151,4
7152,3
7153,5
7154,2
7155,0
7156,4
7157,2
7158,1
7159,3
7160,1
7161,3
7162,1
7163,3
7164,2
7165,0
7166,0
7167,4
7168,0
7169,2
7170,3
7171,2
7172,5
7173,4
7174,3
7175,4
7176,2
7177,2
7178,3
7179,0
7180,5
7181,3
7182,0
7183,0
7184,3
7185,2
7186,5
7187,0
7188,4
7189,5
7190,3
7191,0
7192,2
7193,5
7194,0
7195,3
7196,3
7197,0
7198,3
7199,4
7200,1
7201,4
7202,2
7203,1
7204,1
7205,5
7206,0
7207,4
7208,2
7209,0
7210,0
7211,0
7212,0
7213,2
7214,0
7215,1
7216,5
7217,1
7218,2
7219,3
7220,1
7221,4
7222,4
7223,4
7224,4
7225,4
7226,5
7227,3
7228,4
7229,3
7230,5
7231,1
7232,3
7233,3
7234,4
7235,5
7236,4
7237,3
7238,5
7239,4
7240,2
7241,3
7242,5
7243,5
7244,3
7245,5
7246,3
7247,1
7248,4
7249,2
7250,4
7251,4
7252,1
7253,3
7254,4
7255,5
7256,3
7257,1
7258,4
7259,3
7260,3
7261,4
7262,1
7263,5
7264,1
7265,5
7266,0
7267,3
7268,4
7269,3
7270,1
7271,2
7272,2
7273,5
7274,2
7275,5
7276,5
7277,2
7278,0
7279,1
7280,0
7281,4
7282,0
7283,5
7284,1
7285,0
7286,2
7287,2
7288,4
7289,0
7290,1
7291,1
7292,0
7293,3
7294,3
7295,2
7296,4
7297,4
7298,4
7299,1
7300,1
7301,0
7302,4
7303,5
7304,5
7305,1
7306,2
7307,5
7308,4
7309,4
7310,2
7311,5
7312,4
7313,1
7314,4
7315,5
7316,0
7317,1
7318,4
7319,2
7320,1
7321,1
7322,0
7323,3
7324,3
7325,1
7326,5
7327,0
7328,2
7329,0
7330,0
7331,5
7332,1
7333,0
7334,3
7335,5
7336,0
7337,5
7338,3
7339,0
7340,5
7341,1
7342,3
7343,3
7344,5
7345,5
7346,5
7347,1
7348,3
7349,0
7350,5
7351,5
7352,4
7353,0
7354,2
7355,5
7356,4
7357,1
7358,2
7359,4
7360,1
7361,0
7362,2
7363,1
7364,5
7365,4
7366,4
7367,3
7368,5
7369,4
7370,5
7371,4
7372,2
7373,3
7374,4
7375,3
7376,5
7377,4
7378,1
7379,5
7380,0
7381,3
7382,0
7383,1
7384,3
7385,4
7386,2
7387,3
7388,5
7389,4
7390,2
7391,4
7392,3
7393,3
7394,3
7395,0
7396,4
7397,5
7398,1
7399,2
7400,3
7401,0
7402,0
7403,1
7404,5
7405,0
7406,2
7407,0
7408,2
7409,5
7410,4
7411,4
7412,0
7413,2
7414,5
7415,3
7416,2
7417,5
7418,2
7419,1
7420,2
7421,2
7422,4
7423,4
7424,3
7425,0
7426,0
7427,3
7428,1
7429,4
7430,3
7431,0
7432,5
7433,1
7434,1
7435,1
7436,4
7437,1
7438,4
7439,3
7440,4
7441,5
7442,1
7443,2
7444,1
7445,3
7446,2
7447,5
7448,1
7449,1
7450,3
7451,0
7452,3
7453,0
7454,1
7455,0
7456,2
7457,1
7458,1
7459,2
7460,5
7461,4
7462,0
7463,5
7464,2
7465,0
7466,3
7467,4
7468,2
7469,0
7470,0
7471,2
7472,0
7473,2
7474,0
7475,0
7476,1
7477,1
7478,3
7479,0
7480,5
7481,3
7482,1
7483,2
7484,1
7485,3
7486,5
7487,4
7488,3
7489,2
7490,4
7491,0
7492,5
7493,2
7494,3
7495,5
7496,5
7497,3
7498,1
7499,2
7500,1
7501,1
7502,1
7503,5
7504,3
7505,2
7506,4
7507,0
7508,4
7509,2
7510,5
7511,2
7512,2
7513,4
7514,4
7515,2
7516,0
7517,4
7518,1
7519,4
7520,0
7521,5
7522,4
7523,4
7524,0
7525,3
7526,2
7527,5
7528,4
7529,5
7530,1
7531,1
7532,5
7533,4
7534,5
7535,1
7536,2
7537,3
7538,3
7539,1
7540,5
7541,5
7542,1
7543,5
7544,4
7545,1
7546,0
7547,5
7548,4
7549,5
7550,5
7551,1
7552,2
7553,0
7554,0
7555,5
7556,0
7557,3
7558,5
7559,2
7560,0
7561,1
7562,5
7563,4
7564,2
7565,1
7566,1
7567,5
7568,1
7569,4
7570,3
7571,2
7572,4
7573,5
7574,4
7575,2
7576,4
7577,4
7578,3
7579,2
7580,5
7581,2
7582,5
7583,3
7584,1
7585,3
7586,3
7587,4
7588,3
7589,2
7590,2
7591,2
7592,2
7593,2
7594,1
7595,0
7596,5
7597,5
7598,4
7599,2
7600,1
7601,0
7602,3
7603,4
7604,3
7605,5
7606,1
7607,2
7608,3
7609,4
7610,4
7611,1
7612,0
7613,4
7614,4
7615,0
7616,1
7617,2
7618,5
7619,0
7620,0
7621,2
7622,5
7623,0
7624,2
7625,1
7626,3
7627,4
7628,4
7629,2
7630,5
7631,2
7632,3
7633,2
7634,2
7635,4
7636,2
7637,2
7638,5
7639,0
7640,0
7641,2
7642,0
7643,2
7644,1
7645,5
7646,2
7647,5
7648,0
7649,3
7650,0
7651,2
7652,2
7653,5
7654,2
7655,3
7656,3
7657,0
7658,2
7659,0
7660,3
7661,5
7662,1
7663,1
7664,5
7665,0
7666,5
7667,2
7668,0
7669,3
7670,3
7671,3
7672,0
7673,0
7674,5
7675,1
7676,5
7677,1
7678,4
7679,2
7680,2
7681,2
7682,5
7683,5
7684,0
7685,0
7686,2
7687,3
7688,4
7689,5
7690,2
7691,4
7692,4
7693,2
7694,4
7695,4
7696,0
7697,5
7698,3
7699,1
7700,5
7701,4
7702,1
7703,1
7704,1
7705,1
7706,1
7707,3
7708,5
7709,0
7710,2
7711,2
7712,5
7713,0
7714,4
7715,3
7716,3
7717,4
7718,5
7719,1
7720,2
7721,4
7722,4
7723,1
7724,3
7725,3
7726,4
7727,1
7728,0
7729,0
7730,1
7731,0
7732,2
7733,2
7734,3
7735,1
7736,3
7737,2
7738,4
7739,3
7740,4
7741,3
7742,1
7743,5
7744,1
7745,1
7746,0
7747,4
7748,4
7749,3
7750,2
7751,0
7752,4
7753,1
7754,0
7755,4
7756,2
7757,2
7758,3
7759,0
7760,4
7761,5
7762,5
7763,5
7764,0
7765,3
7766,3
7767,1
7768,2
7769,0
7770,5
7771,1
7772,3
7773,5
7774,3
7775,3
7776,3
7777,3
7778,5
7779,2
7780,4
7781,1
7782,2
7783,2
7784,0
7785,2
7786,1
7787,0
7788,0
7789,3
7790,3
7791,5
7792,1
7793,2
7794,1
7795,3
7796,4
7797,2
7798,2
7799,3
7800,2
7801,3
7802,5
7803,5
7804,3
7805,0
7806,0
7807,0
7808,4
7809,1
7810,0
7811,2
7812,3
7813,2
7814,4
7815,3
7816,5
7817,1
7818,0
7819,1
7820,0
7821,2
7822,2
7823,3
7824,4
7825,5
7826,1
7827,5
7828,1
7829,5
7830,1
7831,0
7832,3
7833,5
7834,3
7835,2
7836,0
7837,0
7838,5
7839,4
7840,4
7841,4
7842,0
7843,1
7844,2
7845,2
7846,1
7847,5
7848,2
7849,0
7850,4
7851,0
7852,0
7853,1
7854,0
7855,3
7856,3
7857,0
7858,4
7859,0
7860,1
7861,4
7862,0
7863,2
7864,2
7865,5
7866,2
7867,3
7868,2
7869,3
7870,2
7871,1
7872,1
7873,3
7874,5
7875,4
7876,4
7877,2
7878,3
7879,4
7880,0
7881,2
7882,1
7883,3
7884,0
7885,3
7886,4
7887,0
7888,1
7889,5
7890,1
7891,1
7892,4
7893,4
7894,0
7895,0
7896,2
7897,1
7898,5
7899,3
7900,1
7901,0
7902,1
7903,2
7904,1
7905,3
7906,3
7907,0
7908,1
7909,3
7910,2
7911,3
7912,1
7913,2
7914,2
7915,5
7916,4
7917,3
7918,3
7919,5
7920,1
7921,3
7922,3
7923,4
7924,3
7925,0
7926,0
7927,4
7928,3
7929,1
7930,0
7931,2
7932,3
7933,2
7934,4
7935,2
7936,0
7937,5
7938,1
7939,2
7940,2
7941,1
7942,0
7943,2
7944,5
7945,3
7946,1
7947,4
7948,0
7949,1
7950,4
7951,4
7952,4
7953,2
7954,2
7955,2
7956,2
7957,2
7958,0
7959,1
7960,1
7961,3
7962,2
7963,3
7964,5
7965,0
7966,4
7967,2
7968,2
7969,5
7970,3
7971,1
7972,5
7973,4
7974,5
7975,0
7976,5
7977,3
7978,4
7979,4
7980,2
7981,0
7982,2
7983,0
7984,5
7985,2
7986,1
7987,4
7988,4
7989,2
7990,0
7991,1
7992,5
7993,1
7994,2
7995,2
7996,5
7997,0
7998,5
7999,5
8000,3
8001,5
8002,2
8003,5
8004,5
8005,3
8006,5
8007,2
8008,2
8009,2
8010,3
8011,0
8012,2
8013,3
8014,2
8015,3
8016,1
8017,0
8018,1
8019,1
8020,4
8021,1
8022,3
8023,0
8024,5
8025,4
8026,1
8027,3
8028,3
8029,0
8030,1
8031,3
8032,2
8033,5
8034,2
8035,1
8036,2
8037,4
8038,0
8039,2
8040,2
8041,5
8042,4
8043,2
8044,2
8045,4
8046,1
8047,2
8048,3
8049,1
8050,4
8051,1
8052,4
8053,4
8054,0
8055,0
8056,5
8057,2
8058,5
8059,5
8060,1
8061,1
8062,3
8063,5
8064,2
8065,2
8066,4
8067,0
8068,5
8069,4
8070,3
8071,2
8072,5
8073,1
8074,1
8075,4
8076,4
8077,2
8078,5
8079,0
8080,2
8081,2
8082,0
8083,3
8084,5
8085,5
8086,5
8087,0
8088,5
8089,5
8090,5
8091,4
8092,3
8093,3
8094,2
8095,3
8096,0
8097,1
8098,2
8099,4
8100,4
8101,1
8102,0
8103,0
8104,5
8105,2
8106,5
8107,2
8108,5
8109,3
8110,0
8111,4
8112,1
8113,3
8114,5
8115,4
8116,0
8117,0
8118,3
8119,4
8120,3
8121,1
8122,4
8123,1
8124,0
8125,0
8126,3
8127,1
8128,1
8129,2
8130,1
8131,4
8132,1
8133,3
8134,5
8135,3
8136,0
8137,4
8138,1
8139,4
8140,4
8141,0
8142,2
8143,5
8144,2
8145,4
8146,3
8147,4
8148,1
8149,1
8150,5
8151,5
8152,3
8153,1
8154,3
8155,3
8156,5
8157,1
8158,5
8159,1
8160,1
8161,0
8162,3
8163,2
8164,3
8165,1
8166,4
8167,4
8168,3
8169,1
8170,0
8171,0
8172,4
8173,1
8174,1
8175,2
8176,0
8177,5
8178,0
8179,1
8180,1
8181,2
8182,1
8183,0
8184,5
8185,2
8186,2
8187,3
8188,3
8189,2
8190,0
8191,2
8192,0
8193,3
8194,3
8195,5
8196,5
8197,5
8198,0
8199,3
8200,5
8201,5
8202,0
8203,1
8204,3
8205,1
8206,1
8207,3
8208,3
8209,0
8210,2
8211,5
8212,2
8213,4
8214,2
8215,4
8216,5
8217,5
8218,5
8219,3
8220,3
8221,5
8222,4
8223,1
8224,3
8225,2
8226,2
8227,1
8228,2
8229,2
8230,2
8231,4
8232,4
8233,4
8234,3
8235,0
8236,0
8237,1
8238,0
8239,0
8240,1
8241,0
8242,1
8243,2
8244,4
8245,5
8246,2
8247,5
8248,1
8249,4
8250,4
8251,1
8252,3
8253,4
8254,5
8255,2
8256,5
8257,4
8258,5
8259,4
8260,0
8261,2
8262,0
8263,1
8264,1
8265,0
8266,4
8267,1
8268,0
8269,4
8270,1
8271,1
8272,4
8273,3
8274,2
8275,4
8276,2
8277,2
8278,1
8279,2
8280,0
8281,0
8282,3
8283,4
8284,5
8285,2
8286,0
8287,0
8288,4
8289,1
8290,2
8291,2
8292,1
8293,1
8294,5
8295,1
8296,1
8297,4
8298,1
8299,4
8300,5
8301,1
8302,2
8303,2
8304,3
8305,4
8306,3
8307,5
8308,2
8309,5
8310,1
8311,0
8312,1
8313,2
8314,5
8315,0
8316,2
8317,5
8318,3
8319,5
8320,0
8321,0
8322,0
8323,1
8324,0
8325,1
8326,2
8327,2
8328,4
8329,1
8330,5
8331,5
8332,1
8333,1
8334,1
8335,2
8336,1
8337,1
8338,5
8339,0
8340,0
8341,2
8342,4
8343,0
8344,0
8345,5
8346,0
8347,0
8348,0
8349,3
8350,0
8351,4
8352,0
8353,0
8354,1
8355,0
8356,5
8357,4
8358,2
8359,0
8360,3
8361,5
8362,5
8363,4
8364,1
8365,5
8366,3
8367,3
8368,4
8369,2
8370,5
8371,5
8372,1
8373,1
8374,3
8375,2
8376,3
8377,2
8378,2
8379,0
8380,3
8381,5
8382,2
8383,2
8384,2
8385,3
8386,0
8387,2
8388,1
8389,3
8390,1
8391,1
8392,0
8393,4
8394,1
8395,2
8396,1
8397,2
8398,3
8399,3
8400,2
8401,0
8402,0
8403,0
8404,4
8405,0
8406,5
8407,5
8408,1
8409,0
8410,0
8411,0
8412,2
8413,0
8414,1
8415,0
8416,1
8417,5
8418,1
8419,1
8420,4
8421,5
8422,5
8423,1
8424,4
8425,5
8426,0
8427,4
8428,1
8429,2
8430,3
8431,5
8432,0
8433,1
8434,3
8435,0
8436,3
8437,4
8438,1
8439,3
8440,4
8441,4
8442,1
8443,4
8444,1
8445,2
8446,3
8447,1
8448,1
8449,0
8450,3
8451,2
8452,0
8453,5
8454,0
8455,3
8456,2
8457,3
8458,0
8459,3
8460,3
8461,3
8462,1
8463,3
8464,5
8465,0
8466,5
8467,3
8468,2
8469,3
8470,3
8471,2
8472,1
8473,0
8474,5
8475,2
8476,1
8477,4
8478,3
8479,2
8480,2
8481,0
8482,5
8483,5
8484,4
8485,0
8486,4
8487,1
8488,0
8489,2
8490,3
8491,5
8492,4
8493,2
8494,1
8495,5
8496,2
8497,2
8498,2
8499,0
8500,3
8501,4
8502,5
8503,5
8504,2
8505,5
8506,1
8507,1
8508,1
8509,0
8510,4
8511,5
8512,1
8513,1
8514,4
8515,3
8516,5
8517,0
8518,3
8519,1
8520,3
8521,4
8522,1
8523,3
8524,4
8525,3
8526,0
8527,5
8528,4
8529,5
8530,4
8531,4
8532,1
8533,5
8534,3
8535,1
8536,1
8537,4
8538,2
8539,3
8540,1
8541,5
8542,4
8543,5
8544,4
8545,0
8546,5
8547,3
8548,2
8549,3
8550,5
8551,3
8552,1
8553,4
8554,5
8555,0
8556,4
8557,2
8558,5
8559,4
8560,2
8561,2
8562,0
8563,2
8564,3
8565,1
8566,4
8567,5
8568,0
8569,4
8570,2
8571,3
8572,5
8573,1
8574,2
8575,2
8576,5
8577,0
8578,3
8579,0
8580,2
8581,1
8582,0
8583,4
8584,0
8585,2
8586,1
8587,4
8588,3
8589,2
8590,3
8591,4
8592,1
8593,4
8594,1
8595,3
